YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201902,134569,806337,4,.78,"S","MARTIN",36.3388,-88.8479,3620328,8850874
201902,134569,806338,1,1.11,"SSW","CROSSTOWN",35.4366,-89.8107,3526196,8948642
201902,134569,806338,2,.94,"SSW","CROSSTOWN",35.4368,-89.8035,3526208,8948210
201902,134569,806338,3,1.3,"W","ATOKA",35.4313,-89.8031,3525878,8948186
201902,134569,806338,4,1.27,"ENE","TIPTON",35.43,-89.811,3525800,8948660
201902,134569,806339,1,1.59,"WNW","COXVILLE",35.8355,-89.0475,3550130,892850
201902,134569,806339,2,1.11,"WNW","COXVILLE",35.8358,-89.0385,3550148,892310
201902,134569,806339,3,1.07,"W","COXVILLE",35.8308,-89.0391,3549848,892346
201902,134569,806339,4,1.56,"W","COXVILLE",35.8316,-89.0478,3549896,892868
201902,134569,806340,1,2.14,"SE","TOONE",35.3318,-88.9392,3519908,8856352
201902,134569,806340,2,3.43,"WSW","SILERTON",35.3398,-88.8796,3520388,8852776
201902,134569,806341,1,.4,"W","SILERTON",35.3507,-88.8271,3521042,8849626
201902,134569,806341,2,3.23,"ENE","SILERTON",35.3684,-88.7674,3522104,8846044
201902,134569,806342,1,1.96,"WSW","SITKA",35.8574,-88.8014,3551444,8848084
201902,134569,806342,2,.86,"SSE","SITKA",35.8579,-88.7665,3551474,8845990
201902,134569,806342,3,1.12,"WNW","WEST",35.8368,-88.7681,3550208,8846086
201902,134569,806342,4,2.68,"SW","SITKA",35.8379,-88.7971,3550274,8847826
201902,134569,806343,1,.12,"E","BARGERTON",35.7302,-88.4979,3543812,8829874
201902,134569,806343,2,1.1,"ENE","BARGERTON",35.7368,-88.4823,3544208,8828938
201902,134584,806409,1,0,"N","OWASSA",31.5,-86.93,3130000,8655800
201902,134584,806410,1,6,"ESE","GREENVILLE",31.7968,-86.5356,3147808,8632136
201902,134585,806411,1,1.88,"NNW","PENSACOLA BAY BRIDGE",30.4166,-87.1864,3024996,8711184
201902,134587,806448,1,.69,"N","ALLIANCE",40.89,-124.08,4053400,1244800
201902,134587,806458,1,.52,"E","FIELDS LNDG",40.72,-124.21,4043200,12412600
201902,134587,806461,1,10.33,"NNE","ORICK",41.42,-124,4125200,12400
201902,134587,806475,1,1.57,"E","NORTH SAMOA",40.87,-124.12,4052200,1247200
201902,134593,806462,1,4.19,"WNW","TRINIDAD HEAD",41.1,-124.2,416000,12412000
201902,134595,806476,1,.65,"W","HARRIETSVILLE",39.6312,-81.3621,3937872,8121726
201902,134595,806476,2,.52,"WNW","HARRIETSVILLE",39.6316,-81.3596,3937896,8121576
201902,134595,806476,3,.52,"SW","HARRIETSVILLE",39.6237,-81.3555,3937422,8121330
201902,134595,806476,4,.69,"SW","HARRIETSVILLE",39.6238,-81.3601,3937428,8121606
201902,134595,806477,1,3.51,"NE","WHIGVILLE",39.8665,-81.3239,3951990,8119434
201902,135262,810968,5,1.68,"W","DELINA",35.2709,-86.7797,3516254,8646782
201902,135262,810968,6,2.58,"W","OSTELLA",35.3261,-86.8451,3519566,8650706
201902,135262,810968,7,.27,"WSW","MOORESVILLE",35.4286,-86.9245,3525716,8655470
201902,135262,810968,8,.45,"ESE","BERLIN",35.5282,-86.8222,3531692,8649332
201902,135262,810969,1,1.15,"ESE","HIXON",35.4449,-85.8005,3526694,8548030
201902,135262,810969,2,1.36,"ESE","HIXON",35.4443,-85.7969,3526658,8547814
201902,135262,810969,3,1.71,"SE","HIXON",35.4352,-85.7956,3526112,8547736
201902,135262,810969,4,1.67,"SE","HIXON",35.4346,-85.7971,3526076,8547826
201902,135262,810969,5,1.39,"ESE","HIXON",35.4389,-85.7994,3526334,8547964
201902,135262,810970,1,1.28,"ESE","ETHRIDGE",35.3146,-87.2984,3518876,8717904
201902,135262,810970,2,1.26,"ESE","ETHRIDGE",35.3137,-87.299,3518822,8717940
201902,135262,810970,3,1.21,"ESE","ETHRIDGE",35.3144,-87.2997,3518864,8717982
201902,135262,810970,4,1.22,"ESE","ETHRIDGE",35.315,-87.2992,3518900,8717952
201902,135262,810971,1,1.48,"SW","BLACKMAN",35.8624,-86.535,3551744,8632100
201902,135262,810971,2,2.35,"NW","OVERALL",35.8398,-86.5142,3550388,8630852
201902,135262,810971,3,1.86,"NW","OVERALL",35.8405,-86.5016,3550430,8630096
201902,135262,810971,4,2.41,"NE","MT OLIVE",35.9031,-86.4177,3554186,8625062
201902,135262,810971,5,2.2,"SE","LEANNA",35.9061,-86.4241,3554366,8625446
201902,135262,810972,1,.88,"NW","RED HILL",35.4606,-86.0589,3527636,863534
201902,135262,810972,2,1.59,"ENE","HILLSBORO",35.4302,-85.9546,3525812,8557276
201902,135262,810972,3,.55,"WNW","MANCHESTER SPENCER F",35.3843,-85.9783,3523058,8558698
201902,135262,810972,4,.7,"WSW","RED HILL",35.4445,-86.0604,3526670,863624
201902,135262,810973,1,4.16,"NNW","HOHENWALD BAKER ARPT",35.6028,-87.6356,3536168,8738136
201902,135262,810973,2,4.54,"NE","GORDONSBURG",35.6099,-87.3658,3536594,8721948
201902,135262,810973,3,7.55,"ENE","NAPIER",35.4628,-87.352,3527768,8721120
201902,135262,810973,4,1.49,"NW","RIVERSIDE",35.4645,-87.6397,3527870,8738382
201902,135262,810974,1,2.46,"S","BERRY HILL",36.0846,-86.7664,365076,8645984
201902,135262,810974,2,1.06,"ENE","FOUR CORNERS",36.0543,-86.5617,363258,8633702
201902,135262,810974,3,.89,"ESE","FOUR CORNERS",36.0453,-86.5651,362718,8633906
201902,135262,810974,4,2.65,"W","PROVIDENCE",36.0802,-86.7674,364812,8646044
201902,135262,811288,1,3.45,"N","FOREST HOME",36.03,-86.93,361800,8655800
201902,135262,811288,2,2.13,"NNE","NOLENSVILLE",35.9772,-86.6621,3558632,8639726
201902,135262,811288,3,1.13,"ENE","TRIUNE",35.879,-86.6531,3552740,8639186
201902,135262,811288,4,1.32,"ESE","WEST HARPETH",35.8403,-86.8996,3550418,8653976
201902,135262,811288,5,1.62,"N","BOSTON",35.8733,-87.0278,3552398,871668
201902,135262,811289,1,1.62,"SSE","WATER VLY",35.7471,-87.1741,3544826,8710446
201902,135262,811289,2,2.49,"ESE","KEDRON",35.6901,-86.8772,3541406,8652632
201902,135262,811289,3,3.41,"SSE","BRYANT STATION",35.4736,-86.8793,3528416,8652758
201902,135262,811289,4,5,"W","MT JOY",35.5228,-87.3584,3531368,8721504
201902,135262,811290,1,.92,"WSW","WOODBURY",35.825,-86.0953,3549500,865718
201902,135262,811290,2,.87,"WSW","WOODBURY",35.8251,-86.0943,3549506,865658
201902,135262,811290,3,1.03,"SW","WOODBURY",35.8212,-86.0948,3549272,865688
201902,135262,811290,4,1.11,"SW","WOODBURY",35.8206,-86.096,3549236,865760
201902,135262,811293,1,1.81,"NW","ROVER",35.6892,-86.6219,3541352,8637314
201902,135262,811293,2,1.27,"ENE","DEASON",35.6092,-86.4104,3536552,8624624
201902,135262,811293,3,2.86,"SE","BEECHWOOD",35.6235,-86.2608,3537410,8615648
201902,135262,811293,4,1.36,"SSE","NORMANDY",35.431,-86.2738,3525860,8616428
201902,135262,811293,5,.51,"W","RICHMOND",35.379,-86.609,3522740,8636540
201902,135262,811294,1,.34,"NW","TENNESSEE CITY",36.104,-87.5235,366240,8731410
201902,135262,811294,2,2.78,"SE","WHITE BLUFF",36.0882,-87.1896,365292,8711376
201902,135262,811294,3,3.37,"E","PORTER",35.9756,-87.22,3558536,8713200
201902,135262,811294,4,2.7,"W","OAK GROVE",36.0043,-87.5281,36258,8731686
201902,135262,811300,1,.96,"SSE","OVERALL",35.8071,-86.4738,3548426,8628428
201902,135262,811300,2,2.04,"E","OVERALL",35.8147,-86.4441,3548882,8626646
201902,135262,811300,3,.69,"NE","BARFIELD",35.788,-86.4428,3547280,8626568
201902,135262,811300,4,1.33,"W","BARFIELD",35.783,-86.4735,3546980,8628410
201902,135262,811302,1,1.03,"NNE","BARNES",36.5646,-85.226,3633876,8513560
201902,135262,811302,2,1.2,"NNE","BARNES",36.5649,-85.2189,3633894,8513134
201902,135262,811302,3,1.31,"NE","BARNES",36.5617,-85.2115,3633702,8512690
201902,135262,811302,4,1.1,"NE","BARNES",36.5588,-85.2136,3633528,8512816
201902,135262,811302,5,.66,"NNE","BARNES",36.559,-85.2259,3633540,8513554
201902,135262,811303,1,1.37,"S","CLAYSVILLE",35.9502,-85.1509,3557012,859054
201902,135262,811303,2,1.33,"N","CRESTON",36.0391,-85.0726,362346,854356
201902,135262,811303,3,2.75,"ENE","OAK HILL",36.0013,-84.9785,3678,8458710
201902,135262,811303,4,2.18,"SE","VOLUNTEER HGTS",35.9061,-85.0047,3554366,85282
201902,135262,811304,1,.88,"SSW","SYLVIA",36.1694,-87.4287,3610164,8725722
201902,135262,811304,2,1.06,"WNW","WOODS VLY",36.3047,-87.4182,3618282,8725092
201902,135262,811304,3,.84,"NW","GLENWYLDE",36.3086,-87.3606,3618516,8721636
201902,135262,811304,4,1.06,"E","CHARLOTTE",36.181,-87.3111,3610860,8718666
201902,135262,811304,5,2.01,"SE","BERRY",36.1582,-87.3562,369492,8721372
201902,135262,811306,1,.78,"SSE","WAYLAND SPGS",35.06,-87.5735,353600,8734410
201902,135262,811306,2,.87,"SE","WAYLAND SPGS",35.0602,-87.5703,353612,8734218
201902,135262,811306,3,1.89,"NNE","IRON CITY",35.0436,-87.5632,352616,8733792
201902,135262,811306,4,1.78,"NNE","IRON CITY",35.0441,-87.5688,352646,8734128
201902,135262,811309,1,2.02,"NNW","GOODLETTSVILLE",36.3483,-86.7293,3620898,8643758
201902,135262,811309,2,1.87,"N","GOODLETTSVILLE",36.3468,-86.7249,3620808,8643494
201902,135262,811309,3,1.01,"NNW","GOODLETTSVILLE",36.3337,-86.7265,3620022,8643590
201902,135262,811309,4,1.05,"NNW","GOODLETTSVILLE",36.3329,-86.73,3619974,8643800
201902,135262,811314,1,1.34,"NNW","WEST MEADE",36.1387,-86.9264,368322,8655584
201902,135262,811314,2,2.03,"SW","INGLEWOOD",36.1963,-86.7515,3611778,8645090
201902,135262,811314,3,1.18,"SW","BERRY HILL",36.1075,-86.7845,366450,8647070
201902,135262,811314,4,.77,"NW","WEST MEADE",36.1281,-86.9296,367686,8655776
201902,135262,811322,1,2.63,"SSE","TWO CHESNUT",36.4163,-86.5978,3624978,8635868
201902,135262,811322,2,2.27,"NNW","OCANA",36.4114,-86.5621,3624684,8633726
201902,135262,811322,3,2.27,"SSE","MILLERSVILLE",36.3411,-86.6807,3620466,8640842
201902,135262,811322,4,2.08,"SSE","MILLERSVILLE",36.343,-86.6836,3620580,8641016
201902,135262,811322,5,1,"ENE","MILLERSVILLE",36.3731,-86.6824,3622386,8640944
201902,135262,811322,6,1.55,"NE","MILLERSVILLE",36.3855,-86.6799,3623130,8640794
201902,135262,811325,1,1.03,"SE","MILLERSVILLE",36.3591,-86.6874,3621546,8641244
201902,135262,811325,2,2.61,"SSE","TWO CHESNUT",36.4169,-86.5973,3625014,8635838
201902,135262,811325,3,2.08,"NE","PEYTONA",36.3877,-86.4896,3623262,8629376
201902,135262,811325,4,1.3,"E","AVONDALE",36.3312,-86.5267,3619872,8631602
201902,135262,811325,5,.68,"SE","ROCKLAND",36.2927,-86.6217,3617562,8637302
201902,135262,811361,1,1.15,"NW","SULPHUR SPGS",36.2597,-87.0668,3615582,874008
201902,135262,811361,2,1,"N","SULPHUR SPGS",36.2643,-87.0468,3615858,872808
201902,135262,811361,3,1.49,"ENE","LOCKERTSVILLE",36.3576,-87.0949,3621456,875694
201902,135262,811361,4,1.08,"ENE","LOCKERTSVILLE",36.3555,-87.1019,3621330,876114
201902,135262,811362,1,.56,"E","EULIA",36.52,-86.16,3631200,869600
201902,135262,811362,2,.49,"E","EULIA",36.5212,-86.1613,3631272,869678
201902,135262,811362,3,.8,"E","EULIA",36.5218,-86.1559,3631308,869354
201902,135262,811362,4,.79,"E","EULIA",36.5202,-86.1557,3631212,869342
201902,135262,811363,1,.62,"WSW","LIVINGSTON ARPT",36.3962,-85.3301,3623772,8519806
201902,135262,811363,2,.25,"WSW","LIVINGSTON ARPT",36.3988,-85.3243,3623928,8519458
201902,135262,811363,3,.31,"SSW","LIVINGSTON ARPT",36.3959,-85.3225,3623754,8519350
201902,135262,811363,4,.71,"SW","LIVINGSTON ARPT",36.3931,-85.3294,3623586,8519764
201902,135262,811364,1,.16,"SW","WRIGLEY",35.8986,-87.3523,3553916,8721138
201902,135262,811364,2,.64,"S","WRIGLEY",35.8908,-87.3484,3553448,8720904
201902,135262,811364,3,1.67,"ESE","COBLE",35.7678,-87.6042,3546068,8736252
201902,135262,811364,4,.38,"NNW","COBLE",35.7853,-87.6318,3547118,8737908
201902,135262,811367,1,.99,"E","THOMPSONS XRDS",36.1496,-87.5322,368976,8731932
201902,135262,811367,2,1.03,"SW","RUSKIN",36.1589,-87.5324,369534,8731944
201902,135262,811367,3,.49,"N","ADAMS XRDS",36.1871,-87.5203,3611226,8731218
201902,135262,811367,4,.98,"ENE","CUMBERLAND FURNACE",36.2752,-87.3537,3616512,8721222
201902,135262,811367,5,2.4,"SE","CUMBERLAND FURNACE",36.2434,-87.3421,3614604,8720526
201902,135262,811367,6,1.21,"NNW","CHARLOTTE",36.1958,-87.3394,3611748,8720364
201902,135262,811369,1,1.54,"WSW","GODWIN",35.6414,-87.0754,3538484,874524
201902,135262,811369,2,2.37,"SSE","DARKS MILL",35.6487,-87.0025,3538922,87150
201902,135262,811369,3,2.67,"WNW","LEFTWICH",35.5793,-86.916,3534758,8654960
201902,135262,811369,4,2.15,"NNE","PARK STATION",35.56,-86.92,3533600,8655200
201902,135262,811369,5,.8,"S","WESTWOOD",35.5885,-87.0786,3535310,874716
201902,135262,811376,1,1.9,"N","MARVIN CHAPEL",35.4974,-85.8674,3529844,8552044
201902,135262,811376,2,3.59,"E","TARLTON",35.5084,-85.607,3530504,8536420
201902,135262,811376,3,2.57,"ESE","TATESVILLE",35.3654,-85.5281,3521924,8531686
201902,135262,811376,4,2.05,"NNE","HOBBS HILL",35.2983,-85.7193,3517898,8543158
201902,135262,811376,5,2.45,"SW","WHITE CITY",35.2246,-85.7504,3513476,8545024
201902,135262,811376,6,.34,"NW","PROVIDENCE",35.2829,-85.9049,3516974,8554294
201902,135262,811376,7,1.17,"W","PELHAM",35.322,-85.9007,3519320,8554042
201902,135262,811376,8,.9,"NW","ELKHEAD",35.3783,-85.8623,3522698,8551738
201902,135262,811378,1,1.89,"ESE","IVY BLUFF",35.6604,-86.0184,3539624,861104
201902,135262,811378,2,3.35,"S","PLEASANT VIEW",35.7016,-86.0045,3542096,86270
201902,135262,811378,3,3.35,"S","PLEASANT VIEW",35.7016,-85.9988,3542096,8559928
201902,135262,811378,4,2.27,"ESE","IVY BLUFF",35.6618,-86.0108,3539708,86648
201902,135262,811378,5,2.01,"ESE","IVY BLUFF",35.6569,-86.0181,3539414,861086
201902,135262,811380,1,.36,"ENE","DAVENPORT",35.7515,-85.9638,3545090,8557828
201902,135262,811380,2,.46,"E","DAVENPORT",35.7512,-85.9619,3545072,8557714
201902,135262,811380,3,1.04,"NE","CLEARMONT",35.7313,-85.9676,3543878,8558056
201902,135262,811380,4,.99,"NE","CLEARMONT",35.7316,-85.9695,3543896,8558170
201902,135262,811382,1,.6,"SSE","CUMBERLAND HGTS",35.3928,-85.6941,3523568,8541646
201902,135262,811389,1,1.35,"SSW","LITTLE CREEK",36.2626,-86.7907,3615756,8647442
201902,135262,811389,2,1.3,"SSW","LITTLE CREEK",36.2629,-86.7899,3615774,8647394
201902,135262,811389,3,1.01,"WNW","MADISON",36.2558,-86.7866,3615348,8647196
201902,135262,811389,4,1.05,"WNW","MADISON",36.2558,-86.7875,3615348,8647250
201902,135513,812906,1,3.2,"N","GROVE OAK",34.476,-86.0559,3428560,863354
201902,135513,812906,2,3.09,"NW","GROVE OAK",34.4592,-86.0911,3427552,865466
201902,135513,812906,3,3.81,"NW","GROVE OAK",34.4715,-86.094,3428290,865640
201902,135513,812906,4,3.54,"N","GROVE OAK",34.4812,-86.0522,3428872,863132
201902,134454,805602,2,1.37,"NE","CAMDEN",36.0642,-88.083,363852,884980
201902,134454,805602,3,1.07,"ENE","CHALKLEVEL",35.9873,-88.0532,3559238,883192
201902,134454,805602,4,1.13,"ENE","GISMONDA",35.9786,-88.1029,3558716,886174
201902,134458,805603,1,3.01,"SSE","OAK RIDGE",35.8409,-90.7563,3550454,9045378
201902,134458,805603,2,3.09,"SSE","OAK RIDGE",35.8409,-90.7535,3550454,9045210
201902,134458,805603,3,3.02,"WNW","JONESBORO",35.8396,-90.7525,3550376,9045150
201902,134458,805603,4,3.14,"SSE","OAK RIDGE",35.8385,-90.7572,3550310,9045432
201902,134458,805604,1,1.5,"WNW","JONESBORO",35.8398,-90.7239,3550388,9043434
201902,134458,805604,2,1.44,"WNW","JONESBORO",35.8399,-90.7227,3550394,9043362
201902,134458,805604,3,1.42,"WNW","JONESBORO",35.839,-90.7227,3550340,9043362
201902,134458,805604,4,1.48,"WNW","JONESBORO",35.8391,-90.724,3550346,9043440
201902,134458,805605,1,.69,"WNW","WHITBURG",35.8554,-90.5904,3551324,9035424
201902,134458,805605,2,1.24,"ENE","WHITBURG",35.8556,-90.5589,3551336,9033534
201902,134458,805605,3,.89,"WSW","RIDGE",35.7464,-90.6953,3544784,9041718
201902,134458,805605,4,2.06,"SSE","VALLEY VIEW",35.7521,-90.7171,3545126,9043026
201902,134458,805606,1,2.26,"E","OAK RIDGE",35.8762,-90.7399,3552572,9044394
201902,134458,805606,2,1.41,"NE","WHITBURG",35.8636,-90.5613,3551816,9033678
201902,134458,805607,1,3.4,"WNW","DYESS",35.6022,-90.2739,3536132,9016434
201902,134458,805607,2,2.69,"NW","DYESS",35.6035,-90.2583,3536210,9015498
201902,134458,805607,3,2.59,"WNW","DYESS",35.5943,-90.2626,3535658,9015756
201902,134458,805607,4,3.33,"WNW","DYESS",35.5951,-90.2764,3535706,9016584
201902,134458,805608,1,2.11,"ESE","SHAWNEE",35.4887,-90.0852,3529322,905112
201902,134458,805608,2,1.97,"WNW","PECAN PT",35.4886,-90.0634,3529316,903804
201902,134458,805608,3,2.59,"SW","PECAN PT",35.4528,-90.0618,3527168,903708
201902,134458,805608,4,2.72,"SE","SHAWNEE",35.4677,-90.0922,3528062,905532
201902,134458,805609,1,.99,"NE","HERGETT",35.7799,-90.5872,3546794,9035232
201902,134458,805609,2,1.32,"NE","HERGETT",35.7808,-90.5807,3546848,9034842
201902,134458,805609,3,1.08,"ENE","HERGETT",35.7743,-90.5815,3546458,9034890
201902,134458,805609,4,.87,"ENE","HERGETT",35.7762,-90.5866,3546572,9035196
201902,134458,805612,1,2.47,"SSW","OAK RIDGE",35.8457,-90.7923,3550742,9047538
201902,134458,805612,2,2.38,"SSE","OAK RIDGE",35.8464,-90.7708,3550784,9046248
201902,134458,805612,3,3.02,"SSE","OAK RIDGE",35.8397,-90.7593,3550382,9045558
201902,134458,805612,4,2.76,"NNE","GILKERSON",35.8367,-90.8004,3550202,9048024
201902,134458,805622,1,.74,"NW","DOROTHY",35.9284,-90.8383,3555704,9050298
201902,134458,805622,2,.68,"SSE","AETNA",35.921,-90.5451,3555260,9032706
201902,134458,805622,3,1.8,"SSW","HERGETT",35.7479,-90.6169,3544874,9037014
201902,134458,805622,4,1.38,"W","FISHER",35.7771,-91.0044,3546626,91264
201902,134458,809574,1,3.88,"ESE","ABERDEEN",35.3284,-90.9365,3519704,9056190
201902,134458,809574,2,4.71,"SE","ABERDEEN",35.3114,-90.9312,3518684,9055872
201902,134458,809574,3,2.13,"ESE","TILTON",35.3082,-90.9852,3518492,9059112
201902,134458,809574,4,2.13,"SSE","ABERDEEN",35.3235,-90.9807,3519410,9058842
201902,134458,809579,1,.85,"NNE","FISHER",35.491,-90.9732,3529460,9058392
201902,134458,809579,2,0,"N","FISHER",35.48,-90.98,3528800,9058800
201902,134458,809579,3,2.23,"N","MIDDLEBROOK",35.4817,-90.9124,3528902,9054744
201902,134458,809579,4,3.16,"N","MIDDLEBROOK",35.4952,-90.9114,3529712,9054684
201902,134460,805613,1,2.16,"ESE","HICO",36.0595,-88.4637,363570,8827822
201902,134460,805613,2,2.22,"N","BETHEL",36.0621,-88.4479,363726,8826874
201902,134460,805613,3,.72,"NNE","BETHEL",36.0393,-88.4442,362358,8826652
201902,134460,805613,4,.83,"NW","BETHEL",36.0394,-88.4592,362364,8827552
201902,134460,805614,1,1.6,"NW","HUMBOLDT",35.8332,-88.9435,3549992,8856610
201902,134460,805614,2,1.27,"NW","HUMBOLDT",35.8321,-88.9371,3549926,8856226
201902,134460,805614,3,1.06,"WNW","HUMBOLDT",35.8235,-88.9385,3549410,8856310
201902,134460,805614,4,1.45,"W","HUMBOLDT",35.8234,-88.9456,3549404,8856736
201902,134460,805616,1,3.15,"W","CROCKETT MILLS",35.8657,-89.226,3551942,8913560
201902,134460,805616,2,2.62,"W","CROCKETT MILLS",35.8653,-89.2164,3551918,8912984
201902,134460,805616,3,1.79,"NNE","MAURY CITY",35.8435,-89.2167,3550610,8913002
201902,134460,805616,4,1.75,"N","MAURY CITY",35.845,-89.2247,3550700,8913482
201902,134460,805617,1,1.76,"W","CUTHBERT SWITCH",35.5338,-89.3509,3532028,8921054
201902,134460,805617,2,1.01,"W","CUTHBERT SWITCH",35.5322,-89.3378,3531932,8920268
201902,134460,805617,3,.7,"N","SHEPP",35.5101,-89.3503,3530606,8921018
201902,134460,805617,4,1.17,"NW","SHEPP",35.5119,-89.3648,3530714,8921888
201902,134460,805618,1,1.05,"ENE","QUINCY",35.8368,-89.0633,3550208,893798
201902,134460,805618,2,1.51,"WNW","COXVILLE",35.8387,-89.0448,3550322,892688
201902,134460,805618,3,1.67,"W","COXVILLE",35.8305,-89.0498,3549830,892988
201902,134460,805618,4,.95,"E","QUINCY",35.8319,-89.0632,3549914,893792
201902,134460,805619,1,1.18,"NE","HELOISE",36.0628,-89.6561,363768,8939366
201902,134460,805619,2,1.41,"SSE","AYERS",36.063,-89.6361,363780,8938166
201902,134460,805619,3,1.28,"NNE","MIDWAY",36.0182,-89.6755,361092,8940530
201902,134460,805619,4,1.05,"WSW","HELOISE",36.0418,-89.6858,362508,8941148
201902,134460,805620,1,1.26,"NNW","TRENTON",35.9956,-88.9418,3559736,8856508
201902,134460,805620,2,1.02,"NNW","TRENTON",35.9944,-88.9337,3559664,8856022
201902,134460,805620,3,.35,"WNW","TRENTON",35.9815,-88.9361,3558890,8856166
201902,134460,805620,4,.95,"WNW","TRENTON",35.9832,-88.9466,3558992,8856796
201902,134460,805621,1,.56,"SW","TRIMBLE",36.1951,-89.1881,3611706,8911286
201902,134460,805621,2,.35,"S","TRIMBLE",36.195,-89.1789,3611700,8910734
201902,134460,805621,3,1.25,"S","TRIMBLE",36.1819,-89.1783,3610914,8910698
201902,134460,805621,4,1.34,"SSW","TRIMBLE",36.1823,-89.1898,3610938,8911388
201902,134462,805623,1,3.07,"N","BRAGGADOCIO",36.2241,-89.8222,3613446,8949332
201902,134462,805623,2,2.85,"SW","HAYTI HGTS",36.2256,-89.8112,3613536,8948672
201902,134462,805623,3,2.79,"NNE","BRAGGADOCIO",36.2164,-89.8083,3612984,8948498
201902,134462,805623,4,2.5,"N","BRAGGADOCIO",36.2161,-89.8297,3612966,8949782
201902,134479,805767,1,2.33,"ESE","AMORY",33.9687,-88.4616,3358122,8827696
201902,134479,805767,2,2.58,"ESE","AMORY",33.9686,-88.4571,3358116,8827426
201902,134479,805767,3,2.61,"ESE","AMORY",33.965,-88.4582,3357900,8827492
201902,134479,805767,4,2.39,"ESE","AMORY",33.9646,-88.4626,3357876,8827756
201902,134479,805768,1,.3,"NNE","PONTOTOC",34.2543,-88.9988,3415258,8859928
201902,134479,805768,2,.33,"N","ROUGH EDGE",34.2546,-88.9711,3415276,8858266
201902,134479,805768,3,.15,"WNW","ROUGH EDGE",34.2509,-88.9725,3415054,8858350
201902,134479,805768,4,.15,"NE","PONTOTOC",34.2514,-88.9981,3415084,8859886
201902,134479,805769,1,4.37,"SSE","BISSELL",34.194,-88.7845,3411640,8847070
201902,134479,805769,2,3.67,"W","VERONA",34.1963,-88.764,3411778,8845840
201902,134479,805769,3,3.83,"W","VERONA",34.1893,-88.7658,3411358,8845948
201902,134479,805769,4,4.65,"SSE","BISSELL",34.1891,-88.7853,3411346,8847118
201902,134479,805770,1,3.65,"SW","GIBSON",33.7982,-88.7508,3347892,8845048
201902,134479,805770,2,3.32,"SW","GIBSON",33.7988,-88.7439,3347928,8844634
201902,134479,805770,3,3.54,"SW","GIBSON",33.7947,-88.7448,3347682,8844688
201902,134479,805770,4,3.76,"SW","GIBSON",33.7949,-88.7501,3347694,8845006
201902,134479,805771,1,1.12,"NNW","VARDAMAN",33.8855,-89.1856,3353130,8911136
201902,134479,805771,2,1.71,"NE","VARDAMAN",33.8866,-89.1578,3353196,899468
201902,134479,805771,3,1.32,"ENE","VARDAMAN",33.8779,-89.159,3352674,899540
201902,134479,805771,4,.67,"NW","VARDAMAN",33.8763,-89.189,3352578,8911340
201902,134479,805772,1,1.43,"ESE","SKUNA",33.971,-89.3775,3358260,8922650
201902,134479,805772,2,.39,"SSW","BRUCE",33.9749,-89.3528,3358494,8921168
201902,134479,805772,3,1.45,"S","BRUCE",33.959,-89.3482,3357540,8920892
201902,134479,805772,4,2.14,"NW","BRUCE CALHOUN CO ARP",33.9542,-89.3734,3357252,8922404
201902,134479,805773,1,4.7,"NW","SHANNON",34.1591,-88.7874,349546,8847244
201902,134479,805773,2,3.8,"NW","SHANNON",34.1571,-88.7691,349426,8846146
201902,134479,805773,3,3.32,"WNW","SHANNON",34.1407,-88.7723,348442,8846338
201902,134479,805773,4,4.78,"WNW","SHANNON",34.1487,-88.796,348922,8847760
201902,134492,805801,1,1.8,"SW","CAPE ARAGO",43.3228,-124.397,4319368,12423820
201902,134492,805801,2,1.44,"WSW","CAPE ARAGO",43.3293,-124.3946,4319758,12423676
201902,134498,806099,1,1.37,"SW","MARQUETTE",46.5385,-87.4035,4632310,8724210
201902,134500,805881,1,1.18,"NW","PONTOTOC",34.2629,-89.0136,3415774,89816
201902,134500,805881,2,1.2,"SSW","NIXON",34.2652,-88.9812,3415912,8858872
201902,134500,805881,3,1.99,"SSW","ROUGH EDGE",34.222,-88.9783,3413320,8858698
201902,134500,805881,4,2.4,"SW","PONTOTOC",34.2279,-89.0325,3413674,891950
201902,134500,805882,1,4.32,"ESE","VANFLEET",33.9468,-88.8362,3356808,8850172
201902,134595,806477,2,3.83,"NE","WHIGVILLE",39.8658,-81.3148,3951948,8118888
201902,134595,806477,3,3.68,"NE","WHIGVILLE",39.8625,-81.3151,3951750,8118906
201902,134595,806477,4,3.33,"NE","WHIGVILLE",39.863,-81.3242,3951780,8119452
201902,134595,806478,1,1.16,"SSW","MOUNDVILLE",39.656,-81.4918,3939360,8129508
201902,134595,806478,2,1.01,"SE","GEM",39.6598,-81.4165,3939588,8124990
201902,134595,806478,3,1.95,"WSW","EAST UNION",39.7625,-81.4354,3945750,8126124
201902,134595,806478,4,.69,"NW","SHARON",39.7358,-81.5806,3944148,8134836
201902,134595,806479,1,1.01,"WSW","RINARD MILLS",39.5747,-81.1677,3934482,8110062
201902,134595,806479,2,.37,"SSE","RINARD MILLS",39.5752,-81.147,3934512,818820
201902,134595,806479,3,.66,"NNE","RINARD MILLS",39.5892,-81.1471,3935352,818826
201902,134595,806479,4,.74,"SSE","CLINE",39.5895,-81.1669,3935370,8110014
201902,134595,806481,1,1.73,"ENE","WINTERSET",40.11,-81.39,406600,8123400
