YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201904,134470,805674,1,.91,"SW","DAISETTA",30.11,-94.64,306600,9438400
201904,134477,805756,1,0,"N","LAKEVIEW",34.67,-100.7,3440200,10042000
201904,134477,805756,2,.89,"NW","MEMPHIS",34.73,-100.54,3443800,10032400
201904,134477,805762,1,14.77,"W","LOCO",34.72,-100.41,3443200,10024600
201904,134477,805762,2,3.18,"S","ARLIE",34.6741,-100.083,3440446,1004980
201904,134509,805931,1,5.58,"NNW","PAIGE",36.25,-119.47,3615000,11928200
201904,134509,805933,1,0,"N","LEMOORE",36.3,-119.78,3618000,11946800
201904,134513,805987,1,8.93,"ENE","JUSTICEBURG",33.06,-101.05,333600,1013000
201904,134513,805988,1,3.67,"ENE","WOLFFORTH",33.5129,-101.9581,3330774,10157486
201904,134513,805988,2,1.5,"SSW","DOUD",33.55,-101.94,3333000,10156400
201904,134513,805989,1,2.22,"NE","JUSTICEBURG",33.05,-101.17,333000,10110200
201904,134513,805990,1,5.21,"W","CLAIREMONT",33.17,-100.84,3310200,10050400
201904,134513,805991,1,.69,"N","TULIA",34.54,-101.77,3432400,10146200
201904,134513,805992,1,.57,"S","JAYTON",33.2418,-100.5791,3314508,10034746
201904,134513,805992,2,.58,"E","JAYTON",33.25,-100.57,3315000,10034200
201904,134513,805994,1,7.32,"NNE","AUGUSTUS",33.2265,-101.2477,3313590,10114862
201904,134513,805994,2,2.62,"SSW","AUGUSTUS",33.0975,-101.3234,335850,10119404
201904,134513,805994,3,.79,"NW","JUSTICEBURG",33.0386,-101.2089,332316,10112534
201904,134513,805994,4,10.76,"NE","AUGUSTUS",33.2217,-101.1497,3313302,1018982
201904,134541,806137,1,2.36,"ENE","PORT O'CONNOR",28.4458,-96.3955,2826748,9623730
201904,134541,806138,1,25.04,"WSW","SARGENT",28.5911,-95.9826,2835466,9558956
201904,134541,806139,1,2.77,"ESE","FREEPORT",28.9285,-95.2913,2855710,9517478
201904,134541,806140,1,.37,"SSE","CLEAR LAKE",29.5649,-95.0683,2933894,954098
201904,134541,806141,1,4.02,"SSW","GALVESTON",29.2489,-94.852,2914934,9451120
201904,134541,806142,1,0,"N","NORTH JETTY",29.37,-94.73,2922200,9443800
201904,134543,806180,1,0,"N","SOMERVILLE",34.47,-86.8,3428200,8648000
201904,134543,806181,1,1.33,"WNW","TALUCAH",34.56,-86.7,3433600,8642000
201904,134856,808371,1,3.56,"NNE","LOWER TAMPA BAY",27.663,-82.618,2739780,8237080
201904,134857,808293,1,1.84,"SE","ULMERTON",27.86,-82.76,2751600,8245600
201904,134858,808294,1,6.01,"NE","STUART",27.25,-80.17,2715000,8010200
201904,134859,808295,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201904,134861,808298,1,.41,"N","CEDAR KEY",29.1359,-83.0293,298154,831758
201904,134861,808299,1,.27,"NNW","CEDAR KEY",29.1338,-83.0309,298028,831854
201904,134861,808307,1,6.92,"NW","SAN CARLOS BAY",26.49,-81.96,2629400,8157600
201904,134861,808308,1,6.39,"WSW","CRYSTAL RIVER",28.87,-82.67,2852200,8240200
201904,134861,808310,1,2.41,"SSE","PORT CHARLOTTE",26.96,-82.08,2657600,824800
201904,134861,808312,1,12.1,"N","CLEARWATER BEACH",28.1533,-82.8012,289198,8248072
201904,134861,808313,1,5.66,"NNE","CLEARWATER BEACH",28.06,-82.81,283600,8248600
201904,134861,808314,1,4.81,"NNE","HUDSON",28.4331,-82.6667,2825986,8240002
201904,134861,808315,1,.2,"SW","CLEARWATER BEACH",27.9777,-82.8321,2758662,8249926
201904,134861,808316,1,8.38,"S","CLEARWATER BEACH",27.86,-82.85,2751600,8251000
201904,134861,808317,1,8.31,"S","ST PETERSBURG BEACH",27.61,-82.76,2736600,8245600
201904,134861,808318,1,1.38,"S","LOWER TAMPA BAY",27.6,-82.65,2736000,8239000
201904,134861,808319,1,2.45,"W","MIDDLE TAMPA BAY",27.77,-82.57,2746200,8234200
201904,134861,808321,1,3.03,"ESE","OLD TAMPA BAY",27.8407,-82.5315,2750442,8231890
201904,134861,808322,1,26.52,"WSW","SARASOTA BEACH",27.173,-82.924,2710380,8255440
201904,134861,808323,1,5.72,"SSW","OLD TAMPA BAY",27.78,-82.63,2746800,8237800
201904,134861,808324,1,4.35,"W","SARASOTA BEACH",27.32,-82.6,2719200,8236000
201904,134861,808325,1,1.91,"S","VENICE",27.0725,-82.4528,274350,8227168
201904,134861,808326,1,1.98,"SSE","VENICE",27.0728,-82.44,274368,8226400
201904,134861,808327,1,2.41,"SSE","PORT CHARLOTTE",26.96,-82.08,2657600,824800
201904,134861,808328,1,4.25,"ENE","SANIBEL",26.47,-82.05,2628200,823000
201904,134861,808329,1,2.07,"N","PUNTA RASSA",26.54,-82,2632400,8200
201904,134863,808433,1,.61,"E","WINTER SPGS",28.7,-81.29,2842000,8117400
201904,134863,811366,1,.34,"WSW","WINTER SPGS",28.6988,-81.3055,2841928,8118330
201904,134865,808302,1,4.21,"NW","PONCE INLET",29.15,-80.97,299000,8058200
201904,134865,808303,1,1.95,"SSE","PONCE INLET",29.076,-80.913,294560,8054780
201904,134865,808304,1,2.75,"NE","NEW SMYRNA BEACH",29.05,-80.9,293000,8054000
201904,134865,808305,1,17.44,"N","PLAYALINDA BEACH",28.8,-80.74,2848000,8044400
201904,134865,808306,1,15.94,"N","PLAYALINDA BEACH",28.78,-80.8,2846800,8048000
201904,134866,808330,1,.69,"N","NEW SMYRNA BEACH",29.03,-80.93,291800,8055800
201904,134866,808331,1,0,"N","SHILOH",28.78,-80.8,2846800,8048000
201904,134866,808332,1,.98,"SW","OVIEDO",28.661,-81.2124,2839660,8112744
201904,134866,808425,1,2.73,"NNW","BRIDGEND",28.787,-81.136,2847220,818160
201904,134868,818326,1,1.97,"SW","SHADES VLY",40.2532,-77.8103,4015192,7748618
201904,134868,818326,2,2.69,"NNE","RICHVALE",40.3158,-77.75,4018948,7745000
201904,134869,818327,1,1.62,"NW","CROSS KEYS",40.383,-77.7255,4022980,7743530
201904,134869,818327,2,2.07,"NNW","CROSS KEYS",40.3983,-77.7129,4023898,7742774
201904,134870,808341,1,9.56,"ENE","VERO BEACH",27.701,-80.4359,2742060,8026154
201904,134870,808342,1,6.47,"NW","STUART",27.27,-80.32,2716200,8019200
201904,134871,808343,1,1.97,"WNW","PORT ST LUCIE",27.28,-80.35,2716800,8021000
201904,134871,808344,1,0,"N","PORT ST LUCIE",27.27,-80.32,2716200,8019200
201904,134871,808345,1,2.16,"SSE","PORT ST LUCIE",27.24,-80.31,2714400,8018600
201904,134872,808349,1,3.02,"W","CRYSTAL RIVER",28.9,-82.65,2854000,8239000
201904,134872,808350,1,.35,"NW","BRKSVIL HERNNDO CO F",28.4739,-82.4537,2828434,8227222
201904,134872,808351,1,.69,"S","TPA P O KNIGHT ARPT",27.91,-82.45,2754600,8227000
201904,134872,808352,1,4.54,"SSW","PUNTA RASSA",26.45,-82.03,2627000,821800
201904,134872,808353,1,.92,"SE","FANNING SPRINGS",29.57,-82.91,2934200,8254600
201904,134872,808354,1,.6,"E","DOUBLE SINK",29.52,-82.79,2931200,8247400
201904,134872,808355,1,.6,"E","GULF HAMMOCK",29.25,-82.72,2915000,8243200
201904,134872,808356,1,6.84,"NW","RED LEVEL",29.03,-82.72,291800,8243200
201904,134872,808357,1,4.17,"WNW","LAKE STAFFORD",29.36,-82.54,2921600,8232400
201904,134872,808358,1,0,"N","GUNNELS",29.42,-82.45,2925200,8227000
201904,134872,808359,1,1.38,"N","BEVERLY HILLS",28.94,-82.46,2856400,8227600
201904,134872,808360,1,0,"N","NEW PORT RICHEY",28.25,-82.72,2815000,8243200
201904,134872,808361,1,0,"N","HOLIDAY",28.19,-82.74,2811400,8244400
201904,134872,808362,1,.61,"E","WEST PARK",28.01,-82.51,28600,8230600
201904,134872,808363,1,1.95,"WSW","EHREN",28.26,-82.46,2815600,8227600
201904,134872,808364,1,0,"N","WEST WINTER HAVEN",27.97,-81.75,2758200,8145000
201904,134872,808365,1,2.07,"N","CLARKWILD",28.08,-82.33,284800,8219800
201904,134872,808366,1,.69,"S","MANGO HILLS",27.97,-82.3,2758200,8218000
201904,134872,808367,1,.69,"S","HIGHLAND CITY",27.96,-81.88,2757600,8152800
201904,134872,808368,1,.92,"NW","FOUNTAIN HGTS",27.99,-81.96,2759400,8157600
201904,134872,808369,1,1.51,"NNE","MANASOTA KEY",26.95,-82.35,2657000,8221000
201904,134872,808370,1,3.21,"NW","LAKE PLACID",27.33,-81.41,2719800,8124600
201904,134872,808372,1,1.37,"NW","JACK BROWNS SEAPORT",28.064,-81.766,283840,8145960
201904,134872,808373,1,2.29,"SE","WEEKI WACHEE",28.5,-82.54,2830000,8232400
201904,134873,808375,1,1.96,"WSW","FT PIERCE ST LUCIE A",27.49,-80.4,2729400,8024000
201904,134873,808376,1,6.12,"WNW","CAPE CANAVRAL MISL S",28.52,-80.64,2831200,8038400
201904,134873,808444,1,.22,"NNW","MERRITT IS",28.353,-80.721,2821180,8043260
201904,134874,808448,1,1.51,"SSE","PLAYALINDA BEACH",28.53,-80.77,2831800,8046200
201904,134874,808449,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201904,134874,808450,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201904,134874,808451,1,6.48,"NNE","PLAYALINDA BEACH",28.64,-80.75,2838400,8045000
201904,134874,808452,1,17.44,"N","PLAYALINDA BEACH",28.8,-80.74,2848000,8044400
201904,134874,808453,1,1.62,"NNW","MELBOURNE",28.101,-80.612,286060,8036720
201904,134874,808455,1,.92,"SE","MELBOURNE BEACH",28.06,-80.56,283600,8033600
201904,134874,808456,1,0,"N","BUOY 41009",28.52,-80.17,2831200,8010200
201904,134874,808457,1,1.77,"NW","ST. LUCIE INLET",27.5,-80.338,2730000,8020280
201904,134874,808459,1,3.37,"ENE","STUART",27.22,-80.2,2713200,8012000
201904,134874,808461,1,15.94,"N","PLAYALINDA BEACH",28.78,-80.8,2846800,8048000
201904,134874,808465,1,1.51,"SSE","PLAYALINDA BEACH",28.53,-80.77,2831800,8046200
201904,134874,808469,1,8.75,"ESE","PLAYALINDA BEACH",28.52,-80.64,2831200,8038400
201904,134874,808471,1,14,"NNE","PLAYALINDA BEACH",28.74,-80.7,2844400,8042000
201904,134874,808472,1,3.37,"ENE","STUART",27.224,-80.2023,2713440,8012138
201904,134874,808473,1,0,"N","BUOY 41009",28.52,-80.17,2831200,8010200
201904,134883,809047,1,3.45,"S","ROBERTS",44.93,-92.57,4455800,9234200
201904,134883,809047,2,2.39,"SE","RIVER FALLS",44.8226,-92.6003,4449356,9236018
201904,134883,809047,3,10.52,"SW","RIVER FALLS",44.7418,-92.7809,4444508,9246854
201904,134883,809047,4,9.92,"SW","RIVER FALLS",44.7673,-92.7955,4446038,9247730
201904,134883,809047,5,5.1,"NW","RIVER FALLS",44.8929,-92.7148,4453574,9242888
201904,134902,808579,1,1.73,"NW","ROKEBY",40.74,-96.75,4044400,9645000
201904,134902,808580,1,2.09,"SW","LANCASTER",40.76,-96.7,4045600,9642000
201904,134902,808581,1,1.05,"E","WEST LINCOLN",40.83,-96.7,4049800,9642000
201904,134902,808634,1,2.6,"SW","LANCASTER",40.75,-96.7,4045000,9642000
201904,134902,808635,1,.69,"N","LANCASTER",40.79,-96.67,4047400,9640200
201904,134915,817028,1,2,"WNW","POTEAU",35.0611,-94.6527,353666,9439162
201904,134915,817132,1,.5,"N","OCTAVIA",34.5272,-94.7011,3431632,9442066
201904,134915,817133,1,.63,"NNE","PAWNEE",36.3388,-96.7972,3620328,9647832
201904,134915,817135,1,2.72,"NE","PAWNEE",36.3611,-96.7699,3621666,9646194
201904,134915,817136,1,.73,"SSE","CLEVELAND",36.3099,-96.4665,3618594,9627990
201904,134915,817138,1,2,"NNE","WYNONA",36.5767,-96.3162,3634602,9618972
201904,134915,817139,1,5,"WNW","BARNSDALL",36.5977,-96.2533,3635862,9615198
201904,134915,817140,1,4,"SSE","OKESA",36.6665,-96.1024,3639990,966144
201904,134915,817142,1,1.18,"ESE","BARTLESVILLE",36.7457,-95.9794,3644742,9558764
201904,134915,817143,1,.23,"E","BARTLESVILLE",36.7503,-95.9958,3645018,9559748
201904,134915,817144,1,1.35,"ENE","BARTLESVILLE",36.755,-95.9764,3645300,9558584
201904,134915,817145,1,4,"SSE","DEWEY",36.7465,-95.9023,3644790,9554138
201904,134915,817146,1,2.55,"ENE","COPAN",36.9099,-95.8855,3654594,9553130
201904,134915,817147,1,3,"E","LENAPAH",36.85,-95.5757,3651000,9534542
201904,134915,817149,1,4.28,"WSW","PYRAMID CORNERS",36.7754,-95.2209,3646524,9513254
201904,134933,818363,1,2.13,"WSW","KNOBSVILLE",40.0059,-77.9857,40354,7759142
201904,134933,818363,2,1.03,"WNW","KNOBSVILLE",40.0234,-77.9689,401404,7758134
201904,135643,821232,1,2.91,"NNE","MADDEN",32.7157,-89.3235,3242942,8919410
201904,135643,821232,2,3.04,"NE","MADDEN",32.7149,-89.3183,3242894,8919098
201904,135643,821233,1,.99,"NW","HOPE",32.7618,-89.2596,3245708,8915576
201904,135643,821233,2,1.21,"E","HOPE",32.7502,-89.2291,3245012,8913746
201904,135643,821236,1,3.73,"WSW","ARLINGTON",32.8401,-89.2335,3250406,8914010
201904,135643,821236,2,2.48,"ESE","STALLO",32.9049,-89.0613,3254294,893678
201904,135643,821238,1,1.45,"NE","MT NEBO",32.7156,-88.6833,3242936,8840998
201904,135643,821238,2,1.78,"WSW","DE KALB",32.7638,-88.6798,3245828,8840788
201904,135643,821240,1,.8,"SSE","PHILADELPHIA",32.759,-89.1158,3245540,896948
201904,135643,821240,2,1.7,"SSE","LONGINO",32.7772,-89.0891,3246632,895346
201904,135643,821243,1,1.38,"ESE","DEEMER",32.7459,-89.1068,3244754,896408
201904,135643,821243,2,2.54,"NW","OCOBLA",32.7735,-89.0637,3246410,893822
201904,135643,821245,1,4.51,"S","NOXAPATER",32.9348,-89.0548,3256088,893288
201904,135643,821245,2,4.13,"SSE","NOXAPATER",32.9419,-89.0334,3256514,892004
201904,135643,821246,1,1.34,"SSE","NOXAPATER",32.9826,-89.0396,3258956,892376
201904,135643,821246,2,2.05,"WSW","FEARNS SPGS",33.0102,-88.8834,33612,8853004
201904,135643,821247,1,3.3,"E","NOXAPATER",32.9936,-88.9936,3259616,8859616
201904,135643,821247,2,2.72,"W","FEARNS SPGS",33.0265,-88.8963,331590,8853778
201904,135643,821248,1,5.06,"SSW","FEARNS SPGS",32.9486,-88.8694,3256916,8852164
201904,135643,821248,2,4.54,"SSE","FEARNS SPGS",32.959,-88.8207,3257540,8849242
201904,135643,821249,1,3.87,"NNW","FEARNS SPGS",33.0692,-88.8821,334152,8852926
201904,135643,821249,2,3.46,"N","FEARNS SPGS",33.0696,-88.8588,334176,8851528
201904,135643,821251,1,3,"NE","FEARNS SPGS",33.0524,-88.8155,333144,8848930
201904,135643,821251,2,3.12,"NE","FEARNS SPGS",33.0531,-88.8134,333186,8848804
201904,135643,821252,1,4.11,"WSW","MASHULAVILLE",33.0531,-88.8134,333186,8848804
201904,135643,821252,2,2.09,"NW","MACEDONIA",33.0444,-88.7013,332664,8842078
201904,135643,821254,1,1.99,"SSE","DEERBROOK",33.2039,-88.4856,3312234,8829136
201904,135643,821254,2,.54,"ENE","DEERBROOK",33.2327,-88.4912,3313962,8829472
201904,135643,821256,1,.62,"NNW","BROOKSVILLE",33.2383,-88.5839,3314298,8835034
201904,135643,821256,2,.74,"NE","CLIFTONVILLE",33.236,-88.4194,3314160,8825164
201904,135643,821257,1,2.97,"SW","TRINITY",33.3167,-88.5026,3319002,8830156
201904,135643,821257,2,1.14,"WNW","TRINITY",33.359,-88.4866,3321540,8829196
201904,135643,821569,1,1.34,"NNE","PULASKI",32.2871,-89.5893,3217226,8935358
201904,135643,821569,2,2.75,"NNE","PULASKI",32.3053,-89.5783,3218318,8934698
201904,135643,823573,1,3,"SSE","NATCHEZ",31.53,-91.38,3131800,9122800
201904,135643,823573,2,.59,"W","(HEZ)HARDY FLD NATCH",31.62,-91.31,3137200,9118600
201904,135643,823574,1,5.32,"WSW","HAMBURG",31.5466,-91.1514,3132796,919084
201904,135662,814009,1,1.86,"WSW","AUGUSTA DANIEL ARPT",33.46,-82.06,3327600,823600
201904,135662,814010,1,2.82,"SSW","DOUBLE BRANCHES",33.71,-82.34,3342600,8220400
201904,135662,814016,1,3.28,"WSW","PEACH ORCHARD",33.4194,-82.0754,3325164,824524
201904,135666,814025,1,0,"N","WINK",31.75,-103.15,3145000,1039000
201904,135666,814026,1,0,"N","WINK",31.75,-103.15,3145000,1039000
201904,135666,814027,1,7,"E","WINK",31.75,-103.0309,3145000,1031854
201904,135669,814028,1,1.94,"NE","GREENWOOD",32.0221,-101.8994,321326,10153964
201904,135669,814030,1,10.36,"WSW","IRAAN MUNI ARPT",30.8402,-102.0402,3050412,1022412
201904,135669,814031,1,4.77,"N","SHEFFIELD",30.7385,-101.8405,3044310,10150430
201904,135669,814049,1,.72,"E","FLUVANNA",32.879,-101.1377,3252740,1018262
201904,135669,814049,2,2.19,"E","FLUVANNA",32.8805,-101.1122,3252830,1016732
201904,135669,814080,1,11.36,"SE","BAKERSFIELD",30.7519,-102.1601,3045114,1029606
201904,135669,814080,2,11.94,"SE","BAKERSFIELD",30.752,-102.1448,3045120,1028688
201904,135685,814134,1,3.03,"WSW","SALE CITY",31.25,-84.07,3115000,844200
201904,135685,814135,1,3.01,"SSW","COTTON",31.12,-84.08,317200,844800
201904,135685,814136,1,4.95,"SW","CENTER HILL",31.08,-83.95,314800,8357000
201904,135685,814181,1,2.11,"NW","COLQUITT",31.1913,-84.7557,3111478,8445342
201904,135685,814181,2,1.88,"WSW","COLQUITT",31.1555,-84.7569,319330,8445414
201904,135685,814181,3,1.34,"ESE","COLQUITT",31.1611,-84.7098,319666,8442588
201904,135685,814181,4,1.52,"NE","COLQUITT",31.1879,-84.715,3111274,8442900
201904,135686,814150,1,.91,"NW","JONES CROSSROADS",31.18,-84.94,3110800,8456400
201904,135686,814163,1,0,"N","BLAKELY",31.37,-84.93,3122200,8455800
201904,135686,814164,1,3.65,"NNW","ROWENA",31.43,-84.73,3125800,8443800
201904,135686,814166,1,.91,"NE","SHARPHAGEN",31.03,-84.81,311800,8448600
201904,135686,814167,1,1.38,"S","MORGAN",31.51,-84.59,3130600,8435400
201904,135686,814169,1,2.16,"SSW","IRON CITY",30.98,-84.82,3058800,8449200
201904,135686,814170,1,.91,"NE","MACEDONIA",31.25,-84.65,3115000,8439000
201904,135686,814171,1,0,"N","BRONWOOD",31.83,-84.36,3149800,8421600
201904,135686,814172,1,.59,"W","SHARPHAGEN",31.02,-84.83,311200,8449800
201904,135686,814173,1,4.95,"NW","CAMILLA",31.28,-84.27,3116800,8416200
201904,135686,814174,1,.59,"E","WEST BAINBRIDGE",30.91,-84.57,3054600,8434200
201904,135686,814175,1,.59,"W","COOLIDGE",31.02,-83.87,311200,8352200
201904,135686,814176,1,1.5,"NNE","PINE PARK",30.87,-84.09,3052200,845400
201904,135686,814180,1,1.28,"ENE","AUTREYVILLE",31.07,-83.7418,314200,8344508
201904,135686,814180,2,1.42,"SE","SPENCE FIELD",31.1145,-83.6742,316870,8340452
201904,135695,814194,1,2.98,"ENE","MT IDAHO",45.9201,-116.0251,4555206,1161506
201904,135695,814194,2,4.83,"SSE","HARPSTER",45.9146,-115.9345,4554876,11556070
201904,135695,814194,3,4.75,"NNE","CLEARWATER",46.0873,-115.8598,465238,11551588
201904,135695,814194,4,2.8,"SSW","LOWELL",46.1119,-115.6197,466714,11537182
201904,135695,814194,5,4.21,"NW","LOWELL",46.1984,-115.6535,4611904,11539210
201904,135695,814194,6,3.27,"NNE","KOOSKIA",46.1958,-115.9529,4611748,11557174
201904,135695,814194,7,2.57,"E","TRAMWAY",46.2699,-116.0462,4616194,1162772
201904,135695,814194,8,2.65,"S","TRAMWAY",46.2318,-116.1049,4613908,1166294
201904,135703,814229,1,2.5,"ESE","CAIRO",36.9862,-89.1382,3659172,898292
201904,135703,814229,2,1.8,"SSE","CAIRO",36.9759,-89.1675,3658554,8910050
201904,135703,814229,3,.8,"WSW","URBANDALE",37.0456,-89.1934,372736,8911604
201904,135703,814229,4,.2,"N","URBANDALE",37.0529,-89.18,373174,8910800
201904,135703,814230,1,0,"N","MOUND CITY",37.08,-89.17,374800,8910200
201904,135703,814230,2,.7,"ESE","MOUND CITY",37.0761,-89.1583,374566,899498
201904,135703,814230,3,2.5,"SSE","NEW GRAND CHAIN",37.2166,-89.0026,3712996,89156
201904,135703,814230,4,.9,"SSE","NEW GRAND CHAIN",37.238,-89.0137,3714280,89822
201904,135703,814230,5,.7,"WSW","OLMSTED",37.1761,-89.0918,3710566,895508
201904,135704,814231,1,0,"N","THEBES",37.22,-89.47,3713200,8928200
201904,135704,814231,2,.8,"SSW","FAYVILLE",37.1593,-89.4356,379558,8926136
201904,135704,814231,3,1.3,"W","MILLER CITY",37.12,-89.3936,377200,8923616
201904,135704,814231,4,.8,"NNE","MILLER CITY",37.1307,-89.3644,377842,8921864
201904,135704,814231,5,.7,"N","THEBES JCT",37.2101,-89.45,3712606,8927000
201904,135705,814232,1,0,"N","MT CARBON",37.75,-89.33,3745000,8919800
201904,135705,814232,2,2.2,"W","MT CARBON",37.75,-89.3703,3745000,8922218
201904,135705,814232,3,2,"WNW","MT CARBON",37.7611,-89.3638,3745666,8921828
201904,135705,814232,4,.5,"NW","MT CARBON",37.7551,-89.3365,3745306,8920190
201904,135706,814233,1,1.3,"SW","HOLLOWAY",37.0567,-89.1667,373402,8910002
201904,135706,814233,2,3.4,"WNW","OSCAR",37.1488,-89.087,378928,895220
201904,135706,814233,3,2.6,"N","MONKEYS EYEBROW",37.2176,-88.98,3713056,8858800
201904,135706,814233,4,2,"NW","BANDANA",37.1705,-88.9757,3710230,8858542
201904,135706,814233,5,2.3,"SSE","EAST CAIRO",36.9893,-89.1341,3659358,898046
201904,135706,814233,6,1.3,"WNW","EAST CAIRO",37.0272,-89.1718,371632,8910308
201904,135709,814234,1,0,"N","(CGI)CAPE GIRARDEAU",37.23,-89.57,3713800,8934200
201904,135709,814234,2,3.4,"ESE","GULF JCT",37.2512,-89.4929,3715072,8929574
201904,135709,814234,3,1.2,"SSE","CAPE GIRARDEAU",37.284,-89.5217,3717040,8931302
201904,135709,814234,4,.3,"N","GULF JCT",37.2743,-89.55,3716458,8933000
201904,135709,814240,1,0,"N","SCOTT CITY",37.25,-89.52,3715000,8931200
201904,135709,814240,2,0,"N","COMMERCE",37.15,-89.45,379000,8927000
201904,135709,814240,3,3.4,"NNW","LUSK",37.0755,-89.4036,374530,8924216
201904,135709,814240,4,3.5,"N","LUSK",37.0807,-89.38,374842,8922800
201904,135709,814240,5,1.8,"ENE","ILLMO",37.23,-89.4698,3713800,8928188
201904,135713,814263,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
201904,135713,814263,2,.93,"W","PHILLIPSTOWN",38.1478,-88.037,388868,882220
201904,136418,818800,1,.59,"W","NORTH ZULCH",30.92,-96.11,3055200,966600
201904,136418,818803,1,.53,"SSE","NORTH ZULCH",30.9134,-96.0954,3054804,965724
201904,136418,818803,2,.37,"NW","NORTH ZULCH",30.9232,-96.1051,3055392,966306
201904,136418,818803,3,1.33,"W","NORTH ZULCH",30.9173,-96.1222,3055038,967332
201904,136418,818803,4,1.52,"SW","NORTH ZULCH",30.9048,-96.1185,3054288,967110
201904,136420,818809,1,.23,"NW","OKALOOSA PIER",30.3921,-86.5931,3023526,8635586
201904,136420,820459,1,1.36,"NE","DOG RIVER BRIDGE",30.5816,-88.0715,3034896,884290
201904,136420,820949,1,1.84,"WSW","ESCAMBIA BAY",30.4645,-87.1603,3027870,879618
201904,136420,820954,1,2.83,"SE","PENSACOLA BAY BRIDGE",30.3565,-87.1527,3021390,879162
201904,136422,818818,1,0,"N","RUNNELSTOWN",31.38,-89.12,3122800,897200
201904,136422,818820,1,0,"N","RICHTON",31.35,-88.95,3121000,8857000
201904,136422,818823,1,1,"NNE","SAND HILL",31.3634,-88.7635,3121804,8845810
201904,136422,818824,1,0,"N","BENNDALE",30.87,-88.8,3052200,8848000
201904,136427,818833,1,.52,"E","PLAINFIELD CLOW ARPT",41.7,-88.12,4142000,887200
201904,136429,818838,1,.44,"W","RIDGEWOOD",41.5294,-88.0384,4131764,882304
201904,136429,818838,2,.42,"W","RIDGEWOOD",41.5306,-88.038,4131836,882280
201904,136429,818838,3,.24,"N","RIDGEWOOD",41.5335,-88.0303,4132010,881818
201904,136429,818838,4,.47,"ENE","RIDGEWOOD",41.5327,-88.0216,4131962,881296
201904,136429,818838,5,.41,"E","RIDGEWOOD",41.5308,-88.0221,4131848,881326
201904,136429,818838,6,.13,"SW","RIDGEWOOD",41.5287,-88.0319,4131722,881914
201904,136437,818900,1,0,"N","BELK",35.83,-85.7,3549800,8542000
201904,136437,818901,1,0,"N","ROCK IS",35.78,-85.62,3546800,8537200
201904,136437,818902,1,1.65,"NNE","GLADEVILLE",36.1415,-86.4072,368490,8624432
201904,136437,818903,1,0,"N","COALMONT",35.33,-85.72,3519800,8543200
201904,136437,818904,1,0,"N","MONTEAGLE",35.25,-85.83,3515000,8549800
201904,136437,818905,1,1.92,"NE","SANDERS CROSSING",35.3022,-85.7495,3518132,8544970
201904,136437,818906,1,0,"N","GRUETLI",35.37,-85.67,3522200,8540200
201904,136438,818908,1,0,"N","BON AQUA",35.95,-87.33,3557000,8719800
201904,136438,818909,1,5,"W","LAWRENCEBURG",35.25,-87.4186,3515000,8725116
201904,136443,818925,1,2.62,"SSW","LOWELL",43.8846,-122.7989,4353076,12247934
201904,136443,818925,2,.89,"NE","LOWELL",43.9273,-122.7653,4355638,12245918
201904,136443,818925,3,1.54,"N","OAKRIDGE",43.7723,-122.4701,4346338,12228206
201904,136443,818925,4,3.45,"SSW","WESTFIR",43.7211,-122.5336,4343266,12232016
201904,136443,818931,1,.59,"WSW","FIRO",44.0683,-123.8917,444098,12353502
201904,136443,818931,2,.77,"SE","FIRO",44.0626,-123.8683,443756,12352098
201904,136443,818931,3,1.1,"NE","MAPLETON",44.0397,-123.8523,442382,12351138
201904,136443,818931,4,.36,"NW","MAPLETON",44.033,-123.8759,441980,12352554
201904,136443,818931,5,1.62,"SSW","FIRO",44.0495,-123.8959,442970,12353754
201904,136443,818934,1,.99,"W","ESTACADA ARPT",45.2991,-122.3403,4517946,12220418
201904,136443,818934,2,.49,"WSW","CURRINSVILLE",45.3167,-122.3589,4519002,12221534
201904,136443,818934,3,1.56,"ENE","VIOLA",45.3049,-122.3887,4518294,12223322
201904,136443,818934,4,1.95,"W","ESTACADA",45.2827,-122.3699,4516962,12222194
201904,136443,818936,1,.33,"WNW","JASPER",44.0026,-122.9056,44156,12254336
201904,136443,818936,2,.58,"SE","JASPER",43.9934,-122.8929,4359604,12253574
201904,136443,818936,3,.96,"SSW","JASPER",43.9871,-122.9074,4359226,12254444
201904,136443,818936,4,.83,"W","JASPER",43.9982,-122.9165,4359892,12254990
201904,136443,818942,1,.65,"N","YARNELL",44.0894,-122.9504,445364,12257024
201904,136443,818942,2,1.15,"N","YARNELL",44.0966,-122.9512,445796,12257072
201904,136443,818942,3,1.32,"NNW","YARNELL",44.0966,-122.9634,445796,12257804
201904,136443,818942,4,.89,"NW","YARNELL",44.0878,-122.9641,445268,12257846
201904,136443,818945,1,1.65,"ENE","GOSHEN",43.9871,-122.9683,4359226,12258098
